"indic_ur,cities\time","2019 ","2018 ","2017 ","2016 ","2015 ","2014 ","2013 ","2012 ","2011 ","2010 ","2009 ","2008 ","2007 ","2006 ","2005 ","2004 ","2003 ","2002 ","2001 ","2000 ","1999 ","1998 ","1997 ","1996 ","1995 ","1994 ","1993 ","1992 ","1991 ","1990 "
"EN5201V,RO004L1",": ",": ",": ",": ",": ",": ",": ","5.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO005L1",": ",": ",": ",": ",": ",": ",": ","3.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO006L1",": ",": ",": ",": ",": ",": ",": ","8.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO007L1",": ",": ",": ",": ",": ",": ",": ","6.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO008L1",": ",": ",": ",": ",": ",": ",": ","5.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO010L1",": ",": ",": ",": ",": ",": ",": ","5.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO011L1",": ",": ",": ",": ",": ",": ",": ","7.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO012L1",": ",": ",": ",": ",": ",": ",": ","1.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO013L1",": ",": ",": ",": ",": ",": ",": ","1.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO014L1",": ",": ",": ",": ",": ",": ",": ","5.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO501L1",": ",": ",": ",": ",": ",": ",": ","5.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,RO504L1",": ",": ",": ",": ",": ",": ",": ","2.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SE001L1",": ",": ",": ",": ",": ",": ",": ","9.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SE002L1",": ",": ",": ",": ",": ",": ",": ","8.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SE006L1",": ",": ",": ",": ",": ",": ",": ","2.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SE007L1",": ",": ",": ",": ",": ",": ",": ","2.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SE503L1",": ",": ",": ",": ",": ",": ",": ","7.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SE505L1",": ",": ",": ",": ",": ",": ",": ","4.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SK001L1",": ",": ",": ",": ",": ",": ",": ","4.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SK002L1",": ",": ",": ",": ",": ",": ",": ","3.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SK003L1",": ",": ",": ",": ",": ",": ",": ","1.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SK004L1",": ",": ",": ",": ",": ",": ",": ","5.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SK005L1",": ",": ",": ",": ",": ",": ",": ","4.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SK006L1",": ",": ",": ",": ",": ",": ",": ","3.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SK007L1",": ",": ",": ",": ",": ",": ",": ","4.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,SK008L1",": ",": ",": ",": ",": ",": ",": ","3.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK002L3",": ",": ",": ",": ",": ",": ",": ","21.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK006L3",": ",": ",": ",": ",": ",": ",": ","25.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK007L1",": ",": ",": ",": ",": ",": ",": ","6.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK008L3",": ",": ",": ",": ",": ",": ",": ","19.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK010L3",": ",": ",": ",": ",": ",": ",": ","15.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK011L2",": ",": ",": ",": ",": ",": ",": ","15.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK014L1",": ",": ",": ",": ",": ",": ",": ","9.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK016L1",": ",": ",": ",": ",": ",": ",": ","2.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK018L3",": ",": ",": ",": ",": ",": ",": ","5.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK019L3",": ",": ",": ",": ",": ",": ",": ","5.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK022L0",": ",": ",": ",": ",": ",": ",": ","6.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK023L1",": ",": ",": ",": ",": ",": ",": ","34.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK024L1",": ",": ",": ",": ",": ",": ",": ","42.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK025L3",": ",": ",": ",": ",": ",": ",": ","15.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK026L1",": ",": ",": ",": ",": ",": ",": ","5.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK027L1",": ",": ",": ",": ",": ",": ",": ","9.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK029L1",": ",": ",": ",": ",": ",": ",": ","15.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK031L0",": ",": ",": ",": ",": ",": ",": ","10.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK043L0",": ",": ",": ",": ",": ",": ",": ","5.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK044L0",": ",": ",": ",": ",": ",": ",": ","8.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK046L0",": ",": ",": ",": ",": ",": ",": ","23.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK047L0",": ",": ",": ",": ",": ",": ",": ","27.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK050L1",": ",": ",": ",": ",": ",": ",": ","8.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK051L0",": ",": ",": ",": ",": ",": ",": ","10.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK053L0",": ",": ",": ",": ",": ",": ",": ","13.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK054L0",": ",": ",": ",": ",": ",": ",": ","19.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK055L0",": ",": ",": ",": ",": ",": ",": ","29.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK056L1",": ",": ",": ",": ",": ",": ",": ","9.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK059L0",": ",": ",": ",": ",": ",": ",": ","25.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK506L0",": ",": ",": ",": ",": ",": ",": ","9.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK510L0",": ",": ",": ",": ",": ",": ",": ","25.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK516L1",": ",": ",": ",": ",": ",": ",": ","34.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK517L1",": ",": ",": ",": ",": ",": ",": ","7.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK518L1",": ",": ",": ",": ",": ",": ",": ","13.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK519L0",": ",": ",": ",": ",": ",": ",": ","12.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK520L2",": ",": ",": ",": ",": ",": ",": ","35.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK528L1",": ",": ",": ",": ",": ",": ",": ","36.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK531L0",": ",": ",": ",": ",": ",": ",": ","18.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK532L0",": ",": ",": ",": ",": ",": ",": ","48.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK533L0",": ",": ",": ",": ",": ",": ",": ","11.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK539L1",": ",": ",": ",": ",": ",": ",": ","12.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK540L0",": ",": ",": ",": ",": ",": ",": ","12.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK542L0",": ",": ",": ",": ",": ",": ",": ","10.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK543L0",": ",": ",": ",": ",": ",": ",": ","12.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK545L0",": ",": ",": ",": ",": ",": ",": ","8.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK548L0",": ",": ",": ",": ",": ",": ",": ","6.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK552L0",": ",": ",": ",": ",": ",": ",": ","25.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK559L2",": ",": ",": ",": ",": ",": ",": ","12.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK560L1",": ",": ",": ",": ",": ",": ",": ","32.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK561L0",": ",": ",": ",": ",": ",": ",": ","36.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK571L1",": ",": ",": ",": ",": ",": ",": ","9.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK572L0",": ",": ",": ",": ",": ",": ",": ","40.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK575L0",": ",": ",": ",": ",": ",": ",": ","2.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5201V,UK576L0",": ",": ",": ",": ",": ",": ",": ","30.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,AT004L3",": ",": ",": ",": ",": ",": ",": ","2.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,AT006L2",": ",": ",": ",": ",": ",": ",": ","1.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BE001L2",": ",": ",": ",": ",": ",": ",": ","4.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BE002L2",": ",": ",": ",": ",": ",": ",": ","6.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BE004L2",": ",": ",": ",": ",": ",": ",": ","3.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BE005L2",": ",": ",": ",": ",": ",": ",": ","4.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BE007L2",": ",": ",": ",": ",": ",": ",": ","2.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BE008L1",": ",": ",": ",": ",": ",": ",": ","3.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BE010L1",": ",": ",": ",": ",": ",": ",": ","12.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BE011L1",": ",": ",": ",": ",": ",": ",": ","5.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG001L2",": ",": ",": ",": ",": ",": ",": ","2.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG003L2",": ",": ",": ",": ",": ",": ",": ","1.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG005L1",": ",": ",": ",": ",": ",": ",": ","1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG006L2",": ",": ",": ",": ",": ",": ",": ","1.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG007L2",": ",": ",": ",": ",": ",": ",": ","1.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG009L1",": ",": ",": ",": ",": ",": ",": ","1.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG010L1",": ",": ",": ",": ",": ",": ",": ","1.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG011L1",": ",": ",": ",": ",": ",": ",": ","1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG013L1",": ",": ",": ",": ",": ",": ",": ","1.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG014L1",": ",": ",": ",": ",": ",": ",": ","1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG015L1",": ",": ",": ",": ",": ",": ",": ","2.4 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG016L1",": ",": ",": ",": ",": ",": ",": ","0.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,BG018L1",": ",": ",": ",": ",": ",": ",": ","1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH002L2",": ",": ",": ",": ",": ",": ",": ","4.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH002T2",": ",": ",": ",": ",": ",": ",": ","4.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH003L2",": ",": ",": ",": ",": ",": ",": ","5.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH003T2",": ",": ",": ",": ",": ",": ",": ","4.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH004L2",": ",": ",": ",": ",": ",": ",": ","3.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH005L2",": ",": ",": ",": ",": ",": ",": ","5.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH006L1",": ",": ",": ",": ",": ",": ",": ","4.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH007L2",": ",": ",": ",": ",": ",": ",": ","5.3 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH008L2",": ",": ",": ",": ",": ",": ",": ","5.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CH010L1",": ",": ",": ",": ",": ",": ",": ","4.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ001L2",": ",": ",": ",": ",": ",": ",": ","2.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ003L2",": ",": ",": ",": ",": ",": ",": ","2.9 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ004L2",": ",": ",": ",": ",": ",": ",": ","1.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ005L2",": ",": ",": ",": ",": ",": ",": ","3.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ006L2",": ",": ",": ",": ",": ",": ",": ","2.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ007L2",": ",": ",": ",": ",": ",": ",": ","1.7 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ008L2",": ",": ",": ",": ",": ",": ",": ","2.0 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ009L2",": ",": ",": ",": ",": ",": ",": ","2.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ010L2",": ",": ",": ",": ",": ",": ",": ","3.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ011L2",": ",": ",": ",": ",": ",": ",": ","2.1 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ013L2",": ",": ",": ",": ",": ",": ",": ","1.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ014L2",": ",": ",": ",": ",": ",": ",": ","1.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ016L2",": ",": ",": ",": ",": ",": ",": ","3.6 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,CZ018L2",": ",": ",": ",": ",": ",": ",": ","2.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,DE001L1",": ",": ",": ",": ",": ",": ",": ","3.8 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,DE002L1",": ",": ",": ",": ",": ",": ",": ","3.2 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
"EN5202V,DE004L1",": ",": ",": ",": ",": ",": ",": ","6.5 ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": ",": "
